Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
524200,Vinati Organics Ltd.,VINATIORGA,VINATI ORGANICS LTD.-$,Active,A ,1.00,INE410B01037,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
524208,Aarti Industries Ltd,AARTIIND,AARTI INDUSTRIES LTD.,Active,A ,5.00,INE769A01020,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
524226,Gujarat Ambuja Exports Ltd.,GAEL,GUJARAT AMBUJA EXPORTS LTD.,Active,A ,1.00,INE036B01030,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
524230,Rashtriya Chemicals & Fertilizers Limited,RCF,RASHTRIYA CHEMICALS & FERTILIZERS LTD.,Active,A ,10.00,INE027A01015,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
524348,Aarti Drugs Limited,AARTIDRUGS,AARTI DRUGS LTD.,Active,A ,10.00,INE767A01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524404,Marksans Pharma Ltd.,MARKSANS,MARKSANS PHARMA LTD.,Active,A ,1.00,INE750C01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524494,Ipca Laboratories Ltd.,IPCALAB,IPCA LABORATORIES LTD.,Active,A ,1.00,INE571A01038,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524558,Neuland Laboratories Limited.,NEULANDLAB,NEULAND LABORATORIES LTD.,Active,A ,10.00,INE794A01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524715,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD.,Active,A ,1.00,INE044A01036,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524735,Hikal Ltd.,HIKAL,HIKAL LTD.,Active,A ,2.00,INE475B01022,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524742,Caplin Point Laboratories Ltd.,CAPLIPOINT,CAPLIN POINT LABORATORIES LTD.,Active,A ,2.00,INE475E01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524804,Aurobindo Pharma Ltd.,AUROPHARMA,AUROBINDO PHARMA LTD.,Active,A ,1.00,INE406A01037,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
524816,Natco Pharma Ltd.,NATCOPHARM,NATCO PHARMA LTD.,Active,A ,2.00,INE987B01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
526299,Mphasis Limited,MPHASIS,MPHASIS LTD.,Active,A ,10.00,INE356A01018,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
526371,NMDC Ltd,NMDC,NMDC LTD.,Active,A ,1.00,INE584A01023,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
526612,Blue Dart Express Ltd.,BLUEDART,BLUE DART EXPRESS LTD.,Active,A ,10.00,INE233B01017,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
526829,Confidence Petroleum India Limited,CONFIPET,CONFIDENCE PETROLEUM INDIA LTD.,Active,A ,1.00,INE552D01024,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
526947,La Opala RG Ltd.,LAOPALA,LA OPALA RG LTD.,Active,A ,2.00,INE059D01020,Glass - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Glass - Consumer
526951,Stylam Industries Limited,STYLAMIND,Stylam Industries Limited,Active,A ,5.00,INE239C01020,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
530001,Gujarat Alkalis & Chemicals Ltd.,GUJALKALI,GUJARAT ALKALIES & CHEMICALS LTD.,Active,A ,10.00,INE186A01019,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
530005,India Cements Ltd.,INDIACEM,INDIA CEMENTS LTD.,Active,A ,10.00,INE383A01012,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
530007,JK Tyre & Industries Ltd.,JKTYRE,JK TYRE & INDUSTRIES LTD.,Active,A ,2.00,INE573A01042,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
530019,JUBILANT PHARMOVA LIMITED,JUBLPHARMA,Jubilant Pharmova Ltd,Active,A ,1.00,INE700A01033,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530073,Sanghvi Movers Ltd.,SANGHVIMOV,SANGHVI MOVERS LTD.,Active,A ,2.00,INE989A01024,Construction Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
530117,PRIVI SPECIALITY CHEMICALS LIMITED,PRIVISCL,Privi Speciality Chemicals Ltd,Active,A ,10.00,INE959A01019,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
530343,Genus Power Infrastructures Ltd,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,Active,A ,1.00,INE955D01029,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
530517,Relaxo Footwears Ltd.,RELAXO,RELAXO FOOTWEARS LTD.-$,Active,A ,1.00,INE131B01039,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
530549,Shilpa Medicare Ltd.,SHILPAMED,SHILPA MEDICARE LTD.,Active,A ,1.00,INE790G01031,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
530813,KRBL Ltd.,KRBL,KRBL LTD.,Active,A ,1.00,INE001B01026,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
530965,Indian Oil Corporation Ltd.,IOC,INDIAN OIL CORPORATION LTD.,Active,A ,10.00,INE242A01010,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
530999,Balaji Amines Ltd.,BALAMINES,BALAJI AMINES LTD.-$,Active,A ,2.00,INE050E01027,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
531120,Patel Engineering Ltd,PATELENG,PATEL ENGINEERING LTD.-$,Active,A ,1.00,INE244B01030,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
531162,Emami Ltd,EMAMILTD,EMAMI LTD.-$,Active,A ,1.00,INE548C01032,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
531213,Manappuram Finance Limited,MANAPPURAM,MANAPPURAM FINANCE LTD.,Active,A ,2.00,INE522D01027,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531335,Zydus Wellness Limited,ZYDUSWELL,ZYDUS WELLNESS LTD.-$,Active,A ,10.00,INE768C01010,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
531344,Container Corporation Of India Ltd.,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,Active,A ,5.00,INE111A01025,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
531358,Choice International Ltd,CHOICEIN,CHOICE INTERNATIONAL LTD.,Active,A ,10.00,INE102B01014,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
531500,Rajesh Exports Ltd.,RAJESHEXPO,RAJESH EXPORTS LTD.,Active,A ,1.00,INE343B01030,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
531508,Eveready Industries India Ltd.,EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,Active,A ,5.00,INE128A01029,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
531531,Hatsun Agro Products Ltd.,HATSUN,HATSUN AGRO PRODUCT LTD.,Active,A ,1.00,INE473B01035,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
531543,Jindal Worldwide Ltd.,JINDWORLD,JINDAL WORLDWIDE LTD.,Active,A ,1.00,INE247D01039,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
531548,Somany Ceramics Limited,SOMANYCERA,SOMANY CERAMICS LTD.,Active,A ,2.00,INE355A01028,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
531595,Capri Global Capital Limited,CGCL,Capri Global Capital Limited,Active,A ,1.00,INE180C01042,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
531599,FDC Ltd.,FDC,FDC LTD.,Active,A ,1.00,INE258B01022,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
531642,Marico Limited,MARICO,MARICO LTD.,Active,A ,1.00,INE196A01026,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
531761,APOLLO PIPES LIMITED,APOLLOPIPE,Apollo Pipes Ltd,Active,A ,10.00,INE126J01016,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
531768,Poly Medicure Ltd,POLYMED,POLY MEDICURE LTD.,Active,A ,5.00,INE205C01021,Medical Equipment & Supplies,Equity,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
532134,Bank Of Baroda,BANKBARODA,BANK OF BARODA,Active,A ,2.00,INE028A01039,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532144,Welspun Corp Limited,WELCORP,Welspun Corp Limited,Active,A ,5.00,INE191B01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
532149,Bank of India,BANKINDIA,BANK OF INDIA,Active,A ,10.00,INE084A01016,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532155,Gail (India) Ltd.,GAIL,GAIL (INDIA) LTD.,Active,A ,10.00,INE129A01019,Gas Transmission/Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing
532156,Vaibhav Global Ltd,VAIBHAVGBL,Vaibhav Global Ltd,Active,A ,2.00,INE884A01027,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
532162,JK Paper Ltd.,JKPAPER,JK PAPER LTD.,Active,A ,10.00,INE789E01012,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
532163,Saregama India Ltd.,SAREGAMA,SAREGAMA INDIA LTD.,Active,A ,1.00,INE979A01025,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
532174,ICICI Bank Ltd.,ICICIBANK,ICICI BANK LTD.,Active,A ,2.00,INE090A01021,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532175,Cyient Limited,CYIENT,Cyient Limited,Active,A ,5.00,INE136B01020,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
532178,Engineers India Ltd.,ENGINERSIN,ENGINEERS INDIA LTD.,Active,A ,5.00,INE510A01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
532181,Gujarat Mineral Development Corpora,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,Active,A ,2.00,INE131A01031,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
532187,IndusInd Bank Ltd.,INDUSINDBK,INDUSIND BANK LTD.,Active,A ,10.00,INE095A01012,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532209,Jammu and Kashmir Bank Ltd.,J&KBANK,JAMMU & KASHMIR BANK LTD.,Active,A ,1.00,INE168A01041,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532210,City Union Bank Ltd,CUB,CITY UNION BANK LTD.,Active,A ,1.00,INE491A01021,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532215,AXIS Bank Ltd.,AXISBANK,AXIS BANK LTD.,Active,A ,2.00,INE238A01034,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532218,South Indian Bank Ltd.,SOUTHBANK,SOUTH INDIAN BANK LTD.,Active,A ,1.00,INE683A01023,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532221,Sonata Software Ltd.,SONATSOFTW,SONATA SOFTWARE LTD.,Active,A ,1.00,INE269A01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
532234,National Aluminium Co. Ltd.,NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Active,A ,5.00,INE139A01034,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
532259,Apar Industries Ltd,APARINDS,APAR INDUSTRIES LTD.,Active,A ,10.00,INE372A01015,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
532281,HCL Technologies Ltd,HCLTECH,HCL TECHNOLOGIES LTD.,Active,A ,2.00,INE860A01027,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
532286,Jindal Steel & Power Ltd,JINDALSTEL,JINDAL STEEL & POWER LTD.,Active,A ,1.00,INE749A01030,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
532296,Glenmark Pharmaceuticals ltd,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,Active,A ,1.00,INE935A01035,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532313,Mahindra Lifespace Developers Ltd.,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.,Active,A ,10.00,INE813A01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
532321,Zydus Lifesciences Limited,ZYDUSLIFE,Zydus Lifesciences Ltd,Active,A ,1.00,INE010B01027,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532331,Ajanta Pharma Ltd.,AJANTPHARM,AJANTA PHARMA LTD.,Active,A ,2.00,INE031B01049,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532343,TVS Motor Company Ltd.,TVSMOTOR,TVS MOTOR COMPANY LTD.,Active,A ,1.00,INE494B01023,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
532348,Subex  Ltd,SUBEXLTD,SUBEX LTD.,Active,A ,5.00,INE754A01055,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
532349,Transport Corporation of India Ltd,TCI,TRANSPORT CORPORATION OF INDIA LTD.,Active,A ,2.00,INE688A01022,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
532356,Triveni Engineering & Industries Ltd,TRIVENI,TRIVENI ENGINEERING & INDUSTRIES LTD.,Active,A ,1.00,INE256C01024,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
532371,Tata Teleservices (Maharashtra) Ltd.,TTML,TATA TELESERVICES (MAHARASHTRA) LTD.,Active,A ,10.00,INE517B01013,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
532374,Sterlite Technologies Limited.,STLTECH,STERLITE TECHNOLOGIES LTD.,Active,A ,2.00,INE089C01029,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
532388,Indian Overseas Bank,IOB,INDIAN OVERSEAS BANK,Active,A ,10.00,INE565A01014,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532400,BIRLASOFT LIMITED,BSOFT,Birlasoft Ltd,Active,A ,2.00,INE836A01035,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
532424,Godrej Consumer Products Ltd.,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,Active,A ,1.00,INE102D01028,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
532432,United Spirits Limited,UNITDSPR,UNITED SPIRITS LTD.,Active,A ,2.00,INE854D01024,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
532439,OLECTRA GREENTECH LIMITED,OLECTRA,Olectra Greentech Ltd,Active,A ,4.00,INE260D01016,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
532443,Cera Sanitaryware Ltd.,CERA,CERA SANITARYWARE LTD.,Active,A ,5.00,INE739E01017,Sanitary Ware,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Sanitary Ware
532454,Bharti Airtel  Ltd.,BHARTIARTL,BHARTI AIRTEL LTD.,Active,A ,5.00,INE397D01024,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
532461,Punjab National Bank,PNB,PUNJAB NATIONAL BANK,Active,A ,2.00,INE160A01022,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532466,Oracle Financial Services Software Limited,OFSS,ORACLE FINANCIAL SERVICES SOFTWARE LTD.,Active,A ,5.00,INE881D01027,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
532468,Kama Holdings Limited,KAMAHOLD,Kama Holdings Limited-$,Active,A ,10.00,INE411F01010,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
532475,Aptech Ltd.,APTECHT,APTECH LTD.,Active,A ,10.00,INE266F01018,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
532477,Union Bank of India,UNIONBANK,UNION BANK OF INDIA,Active,A ,10.00,INE692A01016,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532478,United Breweries Ltd.,UBL,UNITED BREWERIES LTD.-$,Active,A ,1.00,INE686F01025,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
532482,Granules India Ltd.,GRANULES,GRANULES INDIA LTD.-$,Active,A ,1.00,INE101D01020,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532483,Canara Bank,CANBK,CANARA BANK,Active,A ,2.00,INE476A01022,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532488,Divi's Laboratories Ltd.,DIVISLAB,DIVI'S LABORATORIES LTD.,Active,A ,2.00,INE361B01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532493,Astra Microwave Products Ltd.,ASTRAMICRO,ASTRA MICROWAVE PRODUCTS LTD.,Active,A ,2.00,INE386C01029,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
532497,Radico Khaitan Ltd.,RADICO,RADICO KHAITAN LTD.,Active,A ,2.00,INE944F01028,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
532500,Maruti Suzuki India  Ltd.,MARUTI,MARUTI SUZUKI INDIA LTD.,Active,A ,5.00,INE585B01010,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
532504,Navin Fluorine International Limited,NAVINFLUOR,Navin Fluorine International Limited-$,Active,A ,2.00,INE048G01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
532505,UCO Bank,UCOBANK,UCO BANK,Active,A ,10.00,INE691A01018,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532508,Jindal Stainless Limited,JSL,JINDAL STAINLESS LTD.,Active,A ,2.00,INE220G01021,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
532509,Suprajit Engineering Ltd.,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,Active,A ,1.00,INE399C01030,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
532514,Indraprashtha Gas Ltd.,IGL,INDRAPRASTHA GAS LTD.,Active,A ,2.00,INE203G01027,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
532522,PETRONET LNG LTD.,PETRONET,PETRONET LNG LTD.,Active,A ,10.00,INE347G01014,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
532523,Biocon Ltd.,BIOCON,BIOCON LTD.,Active,A ,5.00,INE376G01013,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532524,PTC India Ltd,PTC,PTC INDIA LTD.,Active,A ,10.00,INE877F01012,Power Trading,Equity,Utilities,Power,Power,Power Trading
532525,Bank of maharashtra,MAHABANK,BANK OF MAHARASHTRA,Active,A ,10.00,INE457A01014,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
532527,ramkrishna forgings Ltd.,RKFORGE,RAMKRISHNA FORGINGS LTD.,Active,A ,2.00,INE399G01023,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
532528,Datamatics Global Services Limited,DATAMATICS,DATAMATICS GLOBAL SERVICES LTD.,Active,A ,5.00,INE365B01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
532531,STRIDES PHARMA SCIENCE LIMITED,STAR,Strides Pharma Science Ltd,Active,A ,10.00,INE939A01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532538,UltraTech Cement Ltd,ULTRACEMCO,ULTRATECH CEMENT LTD.,Active,A ,10.00,INE481G01011,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
532539,UNO Minda Limited,UNOMINDA,UNO Minda Ltd-$,Active,A ,2.00,INE405E01023,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
532540,Tata Consultancy Services Ltd.,TCS,TATA CONSULTANCY SERVICES LTD.,Active,A ,1.00,INE467B01029,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
532541,COFORGE LIMITED,COFORGE,Coforge Ltd,Active,A ,10.00,INE591G01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
532548,Century Plyboards (India) Ltd.,CENTURYPLY,CENTURY PLYBOARDS (I) LTD.-$,Active,A ,1.00,INE348B01021,Plywood Boards/ Laminates,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
532553,Welspun Enterprises Limited,WELENT,Welspun Enterprises Ltd,Active,A ,10.00,INE625G01013,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
532555,NTPC Limited,NTPC,NTPC LTD.,Active,A ,10.00,INE733E01010,Power Generation,Equity,Utilities,Power,Power,Power Generation
532605,JBM Auto Limited,JBMA,JBM AUTO LTD.,Active,A ,2.00,INE927D01044,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
532610,Dwarikesh Sugar Industries Ltd.,DWARKESH,DWARIKESH SUGAR INDUSTRIES LTD.,Active,A ,1.00,INE366A01041,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
532612,Indoco Remedies Ltd.,INDOCO,INDOCO REMEDIES LTD.,Active,A ,2.00,INE873D01024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
532627,Jaiprakash Power Ventures Limited,JPPOWER,Jaiprakash Power Ventures Limited,Active,A ,10.00,INE351F01018,Power Generation,Equity,Utilities,Power,Power,Power Generation
532630,Gokaldas Exports Ltd,GOKEX,GOKALDAS EXPORTS LTD.,Active,A ,5.00,INE887G01027,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
532636,IIFL FINANCE LIMITED ,IIFL,IIFL Finance Ltd,Active,A ,2.00,INE530B01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
532638,Shoppers Stop Ltd,SHOPERSTOP,SHOPPERS STOP LTD.,Active,A ,5.00,INE498B01024,Diversified Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
532644,J.K. CEMENT LTD,JKCEMENT,J.K.CEMENT LTD.,Active,A ,10.00,INE823G01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
532648,Yes Bank Ltd.,YESBANK,YES BANK LTD.,Active,A ,2.00,INE528G01035,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532652,Karnataka Bank Ltd.,KTKBANK,KARNATAKA BANK LTD.,Active,A ,10.00,INE614B01018,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
532659,IDFC LIMITED,IDFC,IDFC LIMITED,Active,A ,10.00,INE043D01016,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
532667,SUZLON ENERGY LTD.,SUZLON,SUZLON ENERGY LTD.,Active,A ,2.00,INE040H01021,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
532670,Shree Renuka Sugars Ltd.,RENUKA,SHREE RENUKA SUGARS LTD.,Active,A ,1.00,INE087H01022,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
532683,AIA Engineering Ltd.,AIAENG,AIA ENGINEERING LTD.,Active,A ,2.00,INE212H01026,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings
532689,PVR INOX LIMITED,PVRINOX,PVR Inox Ltd,Active,A ,10.00,INE191H01014,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
532702,Gujarat State Petronet Ltd.,GSPL,GUJARAT STATE PETRONET LTD.,Active,A ,10.00,INE246F01010,Gas Transmission/Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Gas Transmission/Marketing
